,locus_tag,old_locus_tag,name,description,type,length
lcl|NC_002947.4_gene_3249,PP_RS16125,PP_3103,,polymorphic toxin type 46 domain-containing protein,CDS,1077
lcl|NC_002947.4_gene_3250,PP_RS16130,,,hypothetical protein,CDS,294
lcl|NC_002947.4_gene_3251,PP_RS16135,PP_3104,,hypothetical protein,CDS,1017
lcl|NC_002947.4_gene_3252,PP_RS16140,PP_3105,,hypothetical protein,CDS,696
lcl|NC_002947.4_gene_3253,PP_RS16145,PP_3106,tssI,type VI secretion system tip protein TssI/VgrG,CDS,1857
lcl|NC_002947.4_gene_3254,PP_RS16150,PP_5575,,hypothetical protein,CDS,585
lcl|NC_002947.4_gene_3255,PP_RS16155,PP_3107,,DcrB-related protein,CDS,468
lcl|NC_002947.4_gene_3256,PP_RS16160,PP_3108,,RHS repeat-associated core domain-containing protein,CDS,4158
lcl|NC_002947.4_gene_3257,PP_RS16165,PP_5576,,hypothetical protein,CDS,477
lcl|NC_002947.4_gene_3258,PP_RS28400,PP_5577,,RHS repeat domain-containing protein,CDS,846
lcl|NC_002947.4_gene_3259,PP_RS28590,,,RHS domain-containing protein,CDS,108
lcl|NC_002947.4_gene_3260,PP_RS16180,PP_5578,,DUF4303 domain-containing protein,CDS,531
lcl|NC_002947.4_gene_3261,PP_RS28595,PP_3109,,RHS repeat-associated core domain-containing protein,CDS,384
lcl|NC_002947.4_gene_3262,PP_RS16190,PP_5579,,hypothetical protein,CDS,480
lcl|NC_002947.4_gene_3263,PP_RS16195,PP_5580,,protein of unknown function,CDS,228
lcl|NC_002947.4_gene_3264,PP_RS16200,,,hypothetical protein,CDS,594
lcl|NC_002947.4_gene_3265,PP_RS16205,PP_5582,,Imm26 family immunity protein,CDS,468
lcl|NC_002947.4_gene_3266,PP_RS16210,,,hypothetical protein,CDS,606
lcl|NC_002947.4_gene_3267,PP_RS28810,,,hypothetical protein,CDS,129
lcl|NC_002947.4_gene_3268,PP_RS28600,,,IclR family transcriptional regulator,CDS,108
lcl|NC_002947.4_gene_3269,PP_RS16225,,,HAD family hydrolase,CDS,405
lcl|NC_002947.4_gene_3270,PP_RS16230,PP_3113,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,360
lcl|NC_002947.4_gene_3271,PP_RS16235,PP_3114,,IS66-like element ISPpu13 family transposase,CDS,1533
lcl|NC_002947.4_gene_3272,PP_RS16240,PP_3115,,IS66 family transposase,CDS,261
lcl|NC_002947.4_gene_3273,PP_RS16245,,,HAD hydrolase-like protein,CDS,261
lcl|NC_002947.4_gene_3274,PP_RS16250,PP_3116,lexA,transcriptional repressor LexA,CDS,618
lcl|NC_002947.4_gene_3275,PP_RS16255,PP_3117,imuA,translesion DNA synthesis-associated protein ImuA,CDS,621
lcl|NC_002947.4_gene_3276,PP_RS16260,PP_3118,,DNA polymerase Y family protein,CDS,1419
lcl|NC_002947.4_gene_3277,PP_RS16265,PP_3119,,error-prone DNA polymerase,CDS,3081
lcl|NC_002947.4_gene_3278,PP_RS16270,PP_3120,,aldo/keto reductase,CDS,822
lcl|NC_002947.4_gene_3279,PP_RS16275,PP_3121,,LysR family transcriptional regulator,CDS,906
lcl|NC_002947.4_gene_3280,PP_RS16280,PP_3122,,CoA transferase subunit A,CDS,699
lcl|NC_002947.4_gene_3281,PP_RS16285,PP_3123,,CoA transferase subunit B,CDS,657
lcl|NC_002947.4_gene_3282,PP_RS16290,PP_3124,,short-chain fatty acid transporter,CDS,1419
lcl|NC_002947.4_gene_3283,PP_RS16295,PP_3125,,helix-turn-helix domain-containing protein,CDS,543
lcl|NC_002947.4_gene_3284,PP_RS28335,PP_5586,,EPS-associated small membrane protein EppA,CDS,177
lcl|NC_002947.4_gene_3285,PP_RS16300,PP_3126,,polysaccharide biosynthesis/export family protein,CDS,558
lcl|NC_002947.4_gene_3286,PP_RS16305,PP_5587,,hypothetical protein,CDS,1116
lcl|NC_002947.4_gene_3287,PP_RS16310,PP_3127,,Wzz/FepE/Etk N-terminal domain-containing protein,CDS,1539
lcl|NC_002947.4_gene_3288,PP_RS16315,PP_3128,,CpsD/CapB family tyrosine-protein kinase,CDS,807
lcl|NC_002947.4_gene_3289,PP_RS16320,PP_3129,galE,UDP-glucose 4-epimerase GalE,CDS,966
lcl|NC_002947.4_gene_3290,PP_RS16325,PP_3130,,cellulase family glycosylhydrolase,CDS,2601
lcl|NC_002947.4_gene_3291,PP_RS16330,PP_3131,,O-antigen ligase,CDS,1527
lcl|NC_002947.4_gene_3292,PP_RS16335,PP_3132,,oligosaccharide flippase family protein,CDS,1377
lcl|NC_002947.4_gene_3293,PP_RS16340,PP_3133,,GMC oxidoreductase,CDS,1467
lcl|NC_002947.4_gene_3294,PP_RS16345,PP_3134,,acyltransferase,CDS,609
lcl|NC_002947.4_gene_3295,PP_RS16350,PP_3135,,glycosyltransferase family 2 protein,CDS,957
lcl|NC_002947.4_gene_3296,PP_RS16355,PP_3136,,serine O-acetyltransferase,CDS,525
lcl|NC_002947.4_gene_3297,PP_RS16360,PP_3137,,glycosyltransferase family 2 protein,CDS,978
lcl|NC_002947.4_gene_3298,PP_RS16365,PP_3138,,VirK/YbjX family protein,CDS,1005
lcl|NC_002947.4_gene_3299,PP_RS16370,PP_3139,,glycosyltransferase,CDS,1203
lcl|NC_002947.4_gene_3300,PP_RS16375,PP_3140,,glycosyltransferase family 2 protein,CDS,1188
lcl|NC_002947.4_gene_3301,PP_RS16380,PP_3141,,WecB/TagA/CpsF family glycosyltransferase,CDS,753
lcl|NC_002947.4_gene_3302,PP_RS16385,PP_3142,,undecaprenyl-phosphate glucose phosphotransferase,CDS,1422
lcl|NC_002947.4_gene_3303,PP_RS16390,PP_3143,,LysR substrate-binding domain-containing protein,CDS,942
lcl|NC_002947.4_gene_3304,PP_RS16395,PP_3144,,L-serine ammonia-lyase,CDS,1377
lcl|NC_002947.4_gene_3305,PP_RS16400,PP_3145,,DUF3313 domain-containing protein,CDS,678
lcl|NC_002947.4_gene_3306,PP_RS16405,PP_3146,,FAD-binding oxidoreductase,CDS,1296
lcl|NC_002947.4_gene_3307,PP_RS16410,PP_3147,,polyamine ABC transporter substrate-binding protein,CDS,1089
lcl|NC_002947.4_gene_3308,PP_RS16415,PP_3148,,glutamine synthetase family protein,CDS,1359
lcl|NC_002947.4_gene_3309,PP_RS16420,PP_3149,,helix-turn-helix domain-containing protein,CDS,900
lcl|NC_002947.4_gene_3310,PP_RS16425,PP_3150,,AAA family ATPase,CDS,1911
lcl|NC_002947.4_gene_3311,PP_RS16430,PP_3151,,aldehyde dehydrogenase family protein,CDS,1386
lcl|NC_002947.4_gene_3312,PP_RS16435,PP_3152,,LysR family transcriptional regulator,CDS,867
lcl|NC_002947.4_gene_3313,PP_RS16440,PP_3153,,hypothetical protein,CDS,444
lcl|NC_002947.4_gene_3314,PP_RS16445,PP_3154,,acyloxyacyl hydrolase,CDS,522
lcl|NC_002947.4_gene_3315,PP_RS16450,PP_3155,,TonB-dependent siderophore receptor,CDS,2130
lcl|NC_002947.4_gene_3316,PP_RS16455,PP_3156,,universal stress protein,CDS,891
lcl|NC_002947.4_gene_3317,PP_RS16460,PP_3157,hisN,histidinol-phosphatase,CDS,792
lcl|NC_002947.4_gene_3318,PP_RS16465,PP_3158,,hypothetical protein,CDS,732
lcl|NC_002947.4_gene_3319,PP_RS16470,PP_5589,,RHS repeat-associated core domain-containing protein,CDS,732
lcl|NC_002947.4_gene_3320,PP_RS16475,PP_3159,benR,benABC operon transcriptional activator BenR,CDS,957
lcl|NC_002947.4_gene_3321,PP_RS16480,PP_3160,,RHS repeat-associated core domain-containing protein,CDS,930
lcl|NC_002947.4_gene_3322,PP_RS16485,PP_3161,benA,"benzoate 1,2-dioxygenase large subunit",CDS,1359
lcl|NC_002947.4_gene_3323,PP_RS16490,PP_3162,benB,"benzoate 1,2-dioxygenase small subunit",CDS,486
lcl|NC_002947.4_gene_3324,PP_RS16495,PP_3163,benC,"benzoate 1,2-dioxygenase electron transfer component BenC",CDS,1011
lcl|NC_002947.4_gene_3325,PP_RS16500,PP_3164,,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",CDS,762
lcl|NC_002947.4_gene_3326,PP_RS16505,PP_3165,,aromatic acid/H+ symport family MFS transporter,CDS,1329
lcl|NC_002947.4_gene_3327,PP_RS16510,PP_3166,catA,"catechol 1,2-dioxygenase",CDS,915
lcl|NC_002947.4_gene_3328,PP_RS16515,PP_3167,,benzoate/H(+) symporter BenE family transporter,CDS,1200
lcl|NC_002947.4_gene_3329,PP_RS16520,PP_3168,,OprD family porin,CDS,1251
lcl|NC_002947.4_gene_3330,PP_RS16525,PP_3169,,metal-dependent hydrolase,CDS,1080
lcl|NC_002947.4_gene_3331,PP_RS16530,PP_3170,,LysR family transcriptional regulator,CDS,912
lcl|NC_002947.4_gene_3332,PP_RS16535,PP_3171,,LLM class flavin-dependent oxidoreductase,CDS,981
lcl|NC_002947.4_gene_3333,PP_RS16540,PP_3172,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
lcl|NC_002947.4_gene_3334,PP_RS16545,PP_3173,,alkene reductase,CDS,1098
lcl|NC_002947.4_gene_3335,PP_RS16550,PP_3174,,aldo/keto reductase,CDS,1011
lcl|NC_002947.4_gene_3336,PP_RS16555,PP_3175,,FAD-dependent oxidoreductase,CDS,1521
lcl|NC_002947.4_gene_3337,PP_RS16560,PP_3176,,MFS transporter,CDS,1323
lcl|NC_002947.4_gene_3338,PP_RS16565,PP_3177,,sugar diacid recognition domain-containing protein,CDS,1098
lcl|NC_002947.4_gene_3339,PP_RS16570,PP_3178,,glycerate kinase,CDS,1140
lcl|NC_002947.4_gene_3340,PP_RS16575,PP_3179,,LysR substrate-binding domain-containing protein,CDS,900
lcl|NC_002947.4_gene_3341,PP_RS16580,PP_3180,,SMP-30/gluconolactonase/LRE family protein,CDS,1041
lcl|NC_002947.4_gene_3342,PP_RS16585,PP_3181,,site-specific integrase,CDS,981
lcl|NC_002947.4_gene_3343,PP_RS16590,PP_3182,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2316
lcl|NC_002947.4_gene_3344,PP_RS16595,PP_3183,,SCO family protein,CDS,984
lcl|NC_002947.4_gene_3345,PP_RS16600,PP_3184,,Ig-like domain-containing protein,CDS,3396
lcl|NC_002947.4_gene_3346,PP_RS16605,PP_3185,,TenA family protein,CDS,648
lcl|NC_002947.4_gene_3347,PP_RS16610,PP_3186,tenA,thiaminase II,CDS,666
lcl|NC_002947.4_gene_3348,PP_RS16615,PP_3187,codB,cytosine permease,CDS,1266
lcl|NC_002947.4_gene_3349,PP_RS16620,PP_3188,,PucR family transcriptional regulator,CDS,1218
lcl|NC_002947.4_gene_3350,PP_RS16625,PP_3189,codA,cytosine deaminase,CDS,1242
lcl|NC_002947.4_gene_3351,PP_RS16630,PP_3190,,ornithine cyclodeaminase family protein,CDS,948
lcl|NC_002947.4_gene_3352,PP_RS16635,PP_3191,,threonine/serine dehydratase,CDS,990
lcl|NC_002947.4_gene_3353,PP_RS16640,PP_3192,,transcriptional regulator,CDS,606
lcl|NC_002947.4_gene_3354,PP_RS16645,PP_3193,,heme-binding protein,CDS,444
lcl|NC_002947.4_gene_3355,PP_RS16650,PP_3194,,amidohydrolase family protein,CDS,1344
lcl|NC_002947.4_gene_3356,PP_RS16655,PP_3195,,S9 family peptidase,CDS,1158
lcl|NC_002947.4_gene_3357,PP_RS16660,PP_3196,,LysR family transcriptional regulator,CDS,939
lcl|NC_002947.4_gene_3358,PP_RS16665,PP_3197,,VOC family protein,CDS,942
lcl|NC_002947.4_gene_3359,PP_RS16670,PP_3198,,Rieske 2Fe-2S domain-containing protein,CDS,348
lcl|NC_002947.4_gene_3360,PP_RS16675,PP_3199,,FAD-dependent oxidoreductase,CDS,1125
lcl|NC_002947.4_gene_3361,PP_RS16680,PP_3200,,DUF1302 domain-containing protein,CDS,1671
lcl|NC_002947.4_gene_3362,PP_RS16685,PP_5590,,DUF1329 domain-containing protein,CDS,1368
lcl|NC_002947.4_gene_3363,PP_RS16690,PP_3201,,YCF48-related protein,CDS,1062
lcl|NC_002947.4_gene_3364,PP_RS16695,PP_3202,,RND family transporter,CDS,2490
lcl|NC_002947.4_gene_3365,PP_RS16700,PP_3203,,MFS transporter,CDS,1191
lcl|NC_002947.4_gene_3366,PP_RS28340,,,hypothetical protein,CDS,165
lcl|NC_002947.4_gene_3367,PP_RS16705,PP_3204,,cupin domain-containing protein,CDS,573
lcl|NC_002947.4_gene_3368,PP_RS16710,PP_3205,,fumarylacetoacetate hydrolase family protein,CDS,993
lcl|NC_002947.4_gene_3369,PP_RS16715,PP_3206,,NAD-dependent epimerase/dehydratase family protein,CDS,987
lcl|NC_002947.4_gene_3370,PP_RS16720,PP_3207,,cyclase family protein,CDS,783
lcl|NC_002947.4_gene_3371,PP_RS16725,PP_3208,,PDR/VanB family oxidoreductase,CDS,945
lcl|NC_002947.4_gene_3372,PP_RS16730,PP_3209,,amidohydrolase family protein,CDS,1431
lcl|NC_002947.4_gene_3373,PP_RS16735,PP_3210,,ABC transporter permease,CDS,729
lcl|NC_002947.4_gene_3374,PP_RS16740,PP_3211,,ABC transporter ATP-binding protein,CDS,849
lcl|NC_002947.4_gene_3375,PP_RS16745,PP_3212,,aromatic ring-hydroxylating dioxygenase subunit alpha,CDS,1026
lcl|NC_002947.4_gene_3376,PP_RS16750,PP_3213,,ABC transporter substrate-binding protein,CDS,1029
lcl|NC_002947.4_gene_3377,PP_RS16755,PP_3214,,membrane protein,CDS,807
lcl|NC_002947.4_gene_3378,PP_RS16760,,,rhodanese-like domain-containing protein,CDS,1502
lcl|NC_002947.4_gene_3379,PP_RS16765,PP_3216,,cysteine dioxygenase,CDS,609
lcl|NC_002947.4_gene_3380,PP_RS16770,PP_3217,,ABC transporter substrate-binding protein,CDS,939
lcl|NC_002947.4_gene_3381,PP_RS16775,PP_3218,,LLM class flavin-dependent oxidoreductase,CDS,1320
lcl|NC_002947.4_gene_3382,PP_RS16780,PP_3219,,LLM class flavin-dependent oxidoreductase,CDS,1101
lcl|NC_002947.4_gene_3383,PP_RS16785,PP_3220,,ABC transporter ATP-binding protein,CDS,1620
lcl|NC_002947.4_gene_3384,PP_RS16790,PP_3221,,ABC transporter permease,CDS,909
lcl|NC_002947.4_gene_3385,PP_RS16795,PP_3222,,ABC transporter permease,CDS,951
lcl|NC_002947.4_gene_3386,PP_RS16800,PP_3223,,ABC transporter substrate-binding protein,CDS,1620
lcl|NC_002947.4_gene_3387,PP_RS16805,PP_3224,,class II aldolase/adducin family protein,CDS,795
lcl|NC_002947.4_gene_3388,PP_RS16810,PP_3225,,D-isomer specific 2-hydroxyacid dehydrogenase family protein,CDS,945
lcl|NC_002947.4_gene_3389,PP_RS16815,PP_3226,,acyl-CoA dehydrogenase family protein,CDS,1134
lcl|NC_002947.4_gene_3390,PP_RS16820,PP_3227,,LysR family transcriptional regulator,CDS,891
lcl|NC_002947.4_gene_3391,PP_RS16825,PP_3228,,ABC transporter substrate-binding protein,CDS,966
lcl|NC_002947.4_gene_3392,PP_RS16830,PP_3229,,aliphatic sulfonate ABC transporter substrate-binding protein,CDS,957
lcl|NC_002947.4_gene_3393,PP_RS16835,PP_3230,,phosphoribosyltransferase,CDS,693
lcl|NC_002947.4_gene_3394,PP_RS16840,PP_3231,,erythromycin esterase family protein,CDS,1368
lcl|NC_002947.4_gene_3395,PP_RS16845,PP_3232,,GNAT family N-acetyltransferase,CDS,570
lcl|NC_002947.4_gene_3396,PP_RS16850,PP_3233,fnrB,Crp/Fnr family transcriptional regulator FnrB,CDS,732
lcl|NC_002947.4_gene_3397,PP_RS16855,PP_5591,,hypothetical protein,CDS,726
lcl|NC_002947.4_gene_3398,PP_RS16860,PP_3234,,Hsp20/alpha crystallin family protein,CDS,561
lcl|NC_002947.4_gene_3399,PP_RS16865,PP_3235,,CBS domain-containing protein,CDS,396
lcl|NC_002947.4_gene_3400,PP_RS16875,PP_3236,,hypothetical protein,CDS,252
lcl|NC_002947.4_gene_3401,PP_RS16880,PP_3237,,universal stress protein,CDS,891
lcl|NC_002947.4_gene_3402,PP_RS16885,PP_3238,,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase,CDS,573
lcl|NC_002947.4_gene_3403,PP_RS16890,PP_3239,,DNA-binding protein,CDS,987
lcl|NC_002947.4_gene_3404,PP_RS28605,PP_3240,,DUF6021 family protein,CDS,165
lcl|NC_002947.4_gene_3405,PP_RS16895,PP_5592,,hypothetical protein,CDS,252
lcl|NC_002947.4_gene_3406,PP_RS16900,PP_3241,,DUF4142 domain-containing protein,CDS,501
lcl|NC_002947.4_gene_3407,PP_RS16905,PP_3242,,sensor domain-containing diguanylate cyclase,CDS,1569
lcl|NC_002947.4_gene_3408,PP_RS16910,PP_3243,,GNAT family N-acetyltransferase,CDS,510
lcl|NC_002947.4_gene_3409,PP_RS16915,PP_3244,,MgtC/SapB family protein,CDS,714
lcl|NC_002947.4_gene_3410,PP_RS16920,PP_3246,,sterol desaturase family protein,CDS,468
lcl|NC_002947.4_gene_3411,PP_RS16925,PP_3247,,bile acid:sodium symporter family protein,CDS,894
lcl|NC_002947.4_gene_3412,PP_RS16930,PP_3248,,Dyp-type peroxidase,CDS,864
lcl|NC_002947.4_gene_3413,PP_RS16935,PP_3249,,aldo/keto reductase,CDS,912
lcl|NC_002947.4_gene_3414,PP_RS16940,PP_3250,,NTP/NDP exchange transporter,CDS,1284
lcl|NC_002947.4_gene_3415,PP_RS16945,PP_5593,,general stress protein,CDS,183
lcl|NC_002947.4_gene_3416,PP_RS16950,PP_5594,,hypothetical protein,CDS,198
lcl|NC_002947.4_gene_3417,PP_RS16955,PP_3251,,iron-containing redox enzyme family protein,CDS,1332
lcl|NC_002947.4_gene_3418,PP_RS16960,PP_3252,,class I SAM-dependent methyltransferase,CDS,954
lcl|NC_002947.4_gene_3419,PP_RS16965,PP_3253,,carboxylate-amine ligase,CDS,1107
lcl|NC_002947.4_gene_3420,PP_RS16970,PP_3254,,nucleosidase,CDS,588
lcl|NC_002947.4_gene_3421,PP_RS16975,PP_3255,,Ku protein,CDS,822
lcl|NC_002947.4_gene_3422,PP_RS16980,PP_3256,,glycosyltransferase family 2 protein,CDS,660
lcl|NC_002947.4_gene_3423,PP_RS16985,PP_3257,,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,CDS,600
lcl|NC_002947.4_gene_3424,PP_RS16990,PP_3258,,PIG-L deacetylase family protein,CDS,756
lcl|NC_002947.4_gene_3425,PP_RS16995,PP_3259,,acyl-CoA dehydrogenase family protein,CDS,1044
lcl|NC_002947.4_gene_3426,PP_RS17000,PP_3260,ligD,DNA ligase D,CDS,2502
lcl|NC_002947.4_gene_3427,PP_RS17005,PP_3261,,hypothetical protein,CDS,465
lcl|NC_002947.4_gene_3428,PP_RS17010,PP_3262,,metallothionein,CDS,225
lcl|NC_002947.4_gene_3429,PP_RS17015,PP_5595,,hypothetical protein,CDS,417
lcl|NC_002947.4_gene_3430,PP_RS17020,PP_3263,,lysylphosphatidylglycerol synthase domain-containing protein,CDS,954
lcl|NC_002947.4_gene_3431,PP_RS17025,PP_3264,clsB,cardiolipin synthase ClsB,CDS,1203
lcl|NC_002947.4_gene_3432,PP_RS17030,PP_3265,,endonuclease/exonuclease/phosphatase family protein,CDS,774
lcl|NC_002947.4_gene_3433,PP_RS17035,PP_3266,,DUF72 domain-containing protein,CDS,918
lcl|NC_002947.4_gene_3434,PP_RS17040,PP_3267,,ATP-dependent Clp protease proteolytic subunit,CDS,552
lcl|NC_002947.4_gene_3435,PP_RS17045,PP_3268,,NUDIX hydrolase,CDS,399
lcl|NC_002947.4_gene_3436,PP_RS17050,PP_3269,,general stress protein,CDS,210
lcl|NC_002947.4_gene_3437,PP_RS17055,PP_5596,,DUF6555 family protein,CDS,270
lcl|NC_002947.4_gene_3438,PP_RS17060,PP_5597,,hypothetical protein,CDS,171
lcl|NC_002947.4_gene_3439,PP_RS17065,PP_3270,paaZ,phenylacetic acid degradation bifunctional protein PaaZ,CDS,2055
lcl|NC_002947.4_gene_3440,PP_RS17070,PP_3271,,OprD family porin,CDS,1233
lcl|NC_002947.4_gene_3441,PP_RS17075,PP_3272,,cation acetate symporter,CDS,1569
lcl|NC_002947.4_gene_3442,PP_RS17080,PP_3273,,DUF485 domain-containing protein,CDS,309
lcl|NC_002947.4_gene_3443,PP_RS17085,PP_3274,paaE,"1,2-phenylacetyl-CoA epoxidase subunit PaaE",CDS,1077
lcl|NC_002947.4_gene_3444,PP_RS17090,PP_3275,paaD,"1,2-phenylacetyl-CoA epoxidase subunit PaaD",CDS,534
lcl|NC_002947.4_gene_3445,PP_RS17095,PP_3276,paaC,"1,2-phenylacetyl-CoA epoxidase subunit PaaC",CDS,759
lcl|NC_002947.4_gene_3446,PP_RS17100,PP_3277,paaB,"1,2-phenylacetyl-CoA epoxidase subunit PaaB",CDS,282
lcl|NC_002947.4_gene_3447,PP_RS17105,PP_3278,paaA,"1,2-phenylacetyl-CoA epoxidase subunit PaaA",CDS,990
lcl|NC_002947.4_gene_3448,PP_RS17110,PP_3279,paaK,phenylacetate--CoA ligase PaaK,CDS,1320
lcl|NC_002947.4_gene_3449,PP_RS17115,PP_3280,pcaF,3-oxoadipyl-CoA thiolase,CDS,1221
lcl|NC_002947.4_gene_3450,PP_RS17120,PP_3281,paaI,hydroxyphenylacetyl-CoA thioesterase PaaI,CDS,441
lcl|NC_002947.4_gene_3451,PP_RS17125,PP_3282,paaH,3-hydroxyacyl-CoA dehydrogenase PaaH,CDS,1518
lcl|NC_002947.4_gene_3452,PP_RS17130,PP_3283,paaG,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG",CDS,792
lcl|NC_002947.4_gene_3453,PP_RS17135,PP_3284,paaF,"2,3-dehydroadipyl-CoA hydratase PaaF",CDS,774
lcl|NC_002947.4_gene_3454,PP_RS17140,PP_3285,paaY,phenylacetic acid degradation protein PaaY,CDS,600
lcl|NC_002947.4_gene_3455,PP_RS17145,PP_3286,paaX,phenylacetic acid degradation operon negative regulatory protein PaaX,CDS,924
lcl|NC_002947.4_gene_3456,PP_RS17150,PP_3287,fnrC,Crp/Fnr family transcriptional regulator FnrC,CDS,798
lcl|NC_002947.4_gene_3457,PP_RS17155,PP_3288,,universal stress protein,CDS,927
lcl|NC_002947.4_gene_3458,PP_RS17160,PP_3289,,GNAT family N-acetyltransferase,CDS,549
lcl|NC_002947.4_gene_3459,PP_RS17165,PP_3290,,universal stress protein,CDS,927
lcl|NC_002947.4_gene_3460,PP_RS17170,PP_3291,,MBL fold metallo-hydrolase RNA specificity domain-containing protein,CDS,1368
lcl|NC_002947.4_gene_3461,PP_RS17175,PP_3292,,hypothetical protein,CDS,645
lcl|NC_002947.4_gene_3462,PP_RS17180,PP_3293,,potassium channel family protein,CDS,426
lcl|NC_002947.4_gene_3463,PP_RS17185,PP_3294,,universal stress protein,CDS,891
lcl|NC_002947.4_gene_3464,PP_RS17190,PP_3295,,YeeE/YedE family protein,CDS,438
lcl|NC_002947.4_gene_3465,PP_RS17195,PP_3296,,DUF6691 family protein,CDS,435
lcl|NC_002947.4_gene_3466,PP_RS17200,PP_3297,,hypothetical protein,CDS,531
lcl|NC_002947.4_gene_3467,PP_RS17205,PP_3298,,CinA family protein,CDS,504
lcl|NC_002947.4_gene_3468,PP_RS17210,PP_3299,,efflux transporter outer membrane subunit,CDS,1452
lcl|NC_002947.4_gene_3469,PP_RS17215,PP_3300,,TetR/AcrR family transcriptional regulator,CDS,615
lcl|NC_002947.4_gene_3470,PP_RS17220,PP_3301,,efflux RND transporter periplasmic adaptor subunit,CDS,1104
lcl|NC_002947.4_gene_3471,PP_RS17225,PP_3302,,efflux RND transporter permease subunit,CDS,3093
lcl|NC_002947.4_gene_3472,PP_RS17230,PP_3303,fabF,beta-ketoacyl-ACP synthase II,CDS,1293
lcl|NC_002947.4_gene_3473,PP_RS17235,PP_3304,,multidrug effflux MFS transporter,CDS,1239
lcl|NC_002947.4_gene_3474,PP_RS17240,PP_3305,,TerC family protein,CDS,984
lcl|NC_002947.4_gene_3475,PP_RS17245,PP_3307,,hypothetical protein,CDS,381
lcl|NC_002947.4_gene_3476,PP_RS17250,PP_3308,,(2Fe-2S)-binding protein,CDS,528
lcl|NC_002947.4_gene_3477,PP_RS17255,PP_3309,,xanthine dehydrogenase family protein subunit M,CDS,1002
lcl|NC_002947.4_gene_3478,PP_RS17260,PP_3310,,xanthine dehydrogenase family protein molybdopterin-binding subunit,CDS,2217
lcl|NC_002947.4_gene_3479,PP_RS17265,PP_3311,,monovalent cation:proton antiporter-2 (CPA2) family protein,CDS,1780
lcl|NC_002947.4_gene_3480,PP_RS17270,PP_3312,,Hsp20/alpha crystallin family protein,CDS,504
lcl|NC_002947.4_gene_3481,PP_RS17275,PP_3313,,Hsp20/alpha crystallin family protein,CDS,372
lcl|NC_002947.4_gene_3482,PP_RS17280,PP_3314,,Hsp20/alpha crystallin family protein,CDS,456
lcl|NC_002947.4_gene_3483,PP_RS17285,PP_3315,,phosphate-starvation-inducible PsiE family protein,CDS,471
lcl|NC_002947.4_gene_3484,PP_RS17290,PP_3316,clpK,heat shock survival AAA family ATPase ClpK,CDS,2772
lcl|NC_002947.4_gene_3485,PP_RS17295,PP_3319,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2202
lcl|NC_002947.4_gene_3486,PP_RS17300,PP_3320,,hypothetical protein,CDS,213
lcl|NC_002947.4_gene_3487,PP_RS17305,PP_3321,,DUF4440 domain-containing protein,CDS,435
lcl|NC_002947.4_gene_3488,PP_RS17310,PP_3322,hemB,porphobilinogen synthase,CDS,993
lcl|NC_002947.4_gene_3489,PP_RS17315,PP_3323,,GTP-binding protein,CDS,549
lcl|NC_002947.4_gene_3490,PP_RS17320,PP_3324,folE2,GTP cyclohydrolase FolE2,CDS,945
lcl|NC_002947.4_gene_3491,PP_RS17325,PP_3325,,TonB-dependent siderophore receptor,CDS,2091
lcl|NC_002947.4_gene_3492,PP_RS17330,PP_3326,,DUF4198 domain-containing protein,CDS,723
lcl|NC_002947.4_gene_3493,PP_RS17335,,,cation:dicarboxylase symporter family transporter,CDS,1315
lcl|NC_002947.4_gene_3494,PP_RS17340,PP_3328,,VOC family protein,CDS,414
lcl|NC_002947.4_gene_3495,PP_RS17345,PP_5599,,LysR family transcriptional regulator,CDS,873
lcl|NC_002947.4_gene_3496,PP_RS17350,PP_3329,,DUF2254 domain-containing protein,CDS,1284
lcl|NC_002947.4_gene_3497,PP_RS17355,PP_5600,,DUF2946 family protein,CDS,390
