,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_3402,1.0,20.0,8.0,PP_RS17715,,DUF1652 domain-containing protein,CDS,261
PP_0334,46.0,69.0,60.0,PP_RS01775,,IS110-like element ISPpu11 family transposase,CDS,1059
PP_3403,10.0,16.0,11.0,PP_RS17720,,pirin family protein,CDS,888
PP_3404,14.0,33.0,20.0,PP_RS17725,,alpha/beta fold hydrolase,CDS,873
PP_3405,26.0,25.0,24.0,PP_RS17730,,LysE family translocator,CDS,630
PP_3406,12.0,36.0,81.0,PP_RS17735,,GNAT family N-acetyltransferase,CDS,480
PP_3408,14.0,30.0,61.0,PP_RS17745,,CbtA family protein,CDS,687
PP_3409,10.0,8.0,27.0,PP_RS17750,,cobalamin biosynthesis protein,CDS,387
PP_3410,5.0,31.0,25.0,PP_RS17755,cobM,precorrin-4 C(11)-methyltransferase,CDS,753
PP_3411,6.0,22.0,28.0,PP_RS17760,,DUF1272 domain-containing protein,CDS,243
PP_3412,27.0,25.0,27.0,PP_RS17765,,response regulator transcription factor,CDS,615
PP_0335,5.0,49.0,45.0,PP_RS01780,,glutathione S-transferase,CDS,624
PP_3413,48.0,71.0,55.0,PP_RS17770,,transporter substrate-binding domain-containing protein,CDS,3282
PP_3414,44.0,70.0,65.0,PP_RS17775,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1320
PP_3415,36.0,175.0,111.0,PP_RS17780,,LacI family DNA-binding transcriptional regulator,CDS,1020
PP_3416,34.0,163.0,247.0,PP_RS17785,,gluconokinase,CDS,540
PP_3417,80.0,302.0,276.0,PP_RS17790,,GntP family permease,CDS,1353
PP_3418,11.0,34.0,33.0,PP_RS17795,,hypothetical protein,CDS,303
PP_3419,18.0,59.0,90.0,PP_RS17800,,sigma-54 dependent transcriptional regulator,CDS,1428
PP_3420,19.0,28.0,34.0,PP_RS17805,,HAMP domain-containing sensor histidine kinase,CDS,1494
PP_3421,73.0,67.0,72.0,PP_RS17810,,HAMP domain-containing sensor histidine kinase,CDS,1452
PP_3422,2.0,12.0,12.0,PP_RS17815,,lytic transglycosylase domain-containing protein,CDS,594
PP_0336,45.0,156.0,184.0,PP_RS01785,msrA,peptide-methionine (S)-S-oxide reductase MsrA,CDS,669
PP_3423,3.0,4.0,1.0,PP_RS17820,gspG,type II secretion system major pseudopilin GspG,CDS,426
PP_3424,6.0,4.0,13.0,PP_RS17825,,type II secretion system F family protein,CDS,1191
PP_3425,11.0,22.0,9.0,PP_RS17830,,multidrug efflux RND transporter periplasmic adaptor subunit MexE,CDS,1242
PP_3426,54.0,52.0,58.0,PP_RS17835,,efflux RND transporter permease subunit,CDS,3180
PP_3427,13.0,2.0,0.0,PP_RS17840,,efflux transporter outer membrane subunit,CDS,1416
PP_3428,6.0,26.0,19.0,PP_RS17845,,HEAT repeat domain-containing protein,CDS,1056
PP_3429,17.0,83.0,96.0,PP_RS17850,,response regulator,CDS,1617
PP_3430,78.0,143.0,131.0,PP_RS17855,,PAS domain-containing sensor histidine kinase,CDS,2064
PP_3431,92.0,157.0,180.0,PP_RS17860,,type 1 glutamine amidotransferase domain-containing protein,CDS,687
PP_3432,20.0,67.0,39.0,PP_RS17865,,CSS-motif domain-containing protein,CDS,807
PP_0034,24.0,10.0,7.0,PP_RS00175,,glycosyltransferase family 2 protein,CDS,984
PP_0337,94.0,200.0,217.0,PP_RS01790,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2691
PP_3433,252.0,564.0,463.0,PP_RS17870,hppD,4-hydroxyphenylpyruvate dioxygenase,CDS,1077
PP_3435,37.0,57.0,53.0,PP_RS17875,,cyclic diguanylate phosphodiesterase,CDS,1587
PP_3436,11.0,47.0,76.0,PP_RS17880,rarD,EamA family transporter RarD,CDS,888
PP_3437,62.0,246.0,285.0,PP_RS17885,,TerC family protein,CDS,1572
PP_3438,18.0,16.0,28.0,PP_RS17890,,LysE family translocator,CDS,582
PP_3439,37.0,107.0,115.0,PP_RS17895,,AraC family transcriptional regulator,CDS,849
PP_3440,38.0,89.0,87.0,PP_RS17900,,glycosyltransferase 61 family protein,CDS,1119
PP_3441,61.0,117.0,138.0,PP_RS17905,,hypothetical protein,CDS,1155
PP_3442,6.0,18.0,9.0,PP_RS17910,,hypothetical protein,CDS,168
PP_3443,575.0,1582.0,1825.0,PP_RS17915,,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,CDS,1620
PP_0338,101.0,566.0,858.0,PP_RS01795,aceF,dihydrolipoyllysine-residue acetyltransferase,CDS,1641
PP_3444,35.0,32.0,50.0,PP_RS17920,,VOC family protein,CDS,480
PP_3445,31.0,59.0,76.0,PP_RS17925,,hypothetical protein,CDS,1182
PP_3446,15.0,13.0,10.0,PP_RS17930,ilvA,"threonine ammonia-lyase, biosynthetic",CDS,1560
PP_3447,12.0,23.0,18.0,PP_RS17935,,PACE efflux transporter,CDS,432
PP_3448,58.0,46.0,73.0,PP_RS17940,nrfB,"cyclic di-3',5'-guanylate-activated glycosyltransferase NrfB",CDS,2175
PP_3450,33.0,26.0,16.0,PP_RS17945,,phage receptor,CDS,3005
PP_3451,3.0,7.0,6.0,PP_RS17950,,DUF4434 family protein,CDS,840
PP_3452,24.0,29.0,12.0,PP_RS17955,,diguanylate cyclase,CDS,1092
PP_3453,27.0,30.0,66.0,PP_RS17960,,ATP-binding protein,CDS,1302
PP_3454,13.0,24.0,29.0,PP_RS17965,,response regulator transcription factor,CDS,702
PP_0339,842.0,2925.0,3336.0,PP_RS01800,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",CDS,2646
PP_3455,10.0,13.0,50.0,PP_RS17970,,efflux RND transporter periplasmic adaptor subunit,CDS,1176
PP_3456,44.0,39.0,90.0,PP_RS17975,,efflux RND transporter permease subunit,CDS,3129
PP_3457,3.0,8.0,10.0,PP_RS17980,mobA,molybdenum cofactor guanylyltransferase MobA,CDS,576
PP_3458,26.0,14.0,23.0,PP_RS17985,,fatty acid CoA ligase family protein,CDS,1689
PP_3459,42.0,31.0,34.0,PP_RS17990,peaD,quinohemoprotein amine dehydrogenase subunit beta,CDS,1122
PP_3460,6.0,1.0,7.0,PP_RS17995,qhpC,quinohemoprotein amine dehydrogenase subunit gamma,CDS,324
PP_3461,15.0,18.0,11.0,PP_RS18000,peaB,quinohemoprotein amine dehydrogenase maturation protein,CDS,1431
PP_5602,20.0,32.0,27.0,PP_RS18005,peaA,quinohemoprotein amine dehydrogenase subunit alpha,CDS,1566
PP_3463,19.0,15.0,13.0,PP_RS18010,,aldehyde dehydrogenase,CDS,1494
PP_3464,9.0,12.0,7.0,PP_RS18015,,hypothetical protein,CDS,1314
PP_0340,40.0,140.0,157.0,PP_RS01805,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,CDS,2934
PP_5603,8.0,23.0,24.0,PP_RS18020,,NAD(P)/FAD-dependent oxidoreductase,CDS,1293
PP_5604,5.0,2.0,6.0,PP_RS18025,,S8 family serine peptidase,CDS,678
PP_3466,35.0,28.0,11.0,PP_RS18030,,ABC transporter ATP-binding protein,CDS,1734
PP_3467,19.0,26.0,42.0,PP_RS18035,,sigma-54-dependent Fis family transcriptional regulator,CDS,1911
PP_3468,7.0,3.0,7.0,PP_RS18040,,hypothetical protein,CDS,231
PP_3470,10.0,3.0,0.0,PP_RS18050,,IS5/IS1182 family transposase,CDS,378
PP_3472,14.0,5.0,4.0,PP_RS18060,,CsgG/HfaB family protein,CDS,849
PP_0341,16.0,45.0,45.0,PP_RS01810,waaF,lipopolysaccharide heptosyltransferase II,CDS,1050
PP_3473,10.0,5.0,0.0,PP_RS18065,,curli assembly protein CsgF,CDS,414
PP_3474,3.0,0.0,2.0,PP_RS18070,csgE,curli production assembly/transport protein CsgE,CDS,402
PP_3475,1.0,8.0,1.0,PP_RS18075,,type II secretion system protein,CDS,528
PP_3476,5.0,4.0,1.0,PP_RS18080,,type II secretion system protein,CDS,375
PP_3477,4.0,0.0,1.0,PP_RS18085,,type II secretion system protein,CDS,480
PP_3478,29.0,19.0,2.0,PP_RS18090,,secretin N-terminal domain-containing protein,CDS,1866
PP_5605,6.0,6.0,0.0,PP_RS18095,,hypothetical protein,CDS,507
PP_3480,2.0,2.0,6.0,PP_RS18100,pilO,type 4a pilus biogenesis protein PilO,CDS,564
PP_3481,0.0,4.0,0.0,PP_RS18105,,pilus protein,CDS,543
PP_3482,5.0,2.0,0.0,PP_RS18110,,hypothetical protein,CDS,780
PP_0342,17.0,72.0,74.0,PP_RS01815,waaC,lipopolysaccharide heptosyltransferase I,CDS,1059
PP_3483,14.0,17.0,11.0,PP_RS18115,,GspE/PulE family protein,CDS,1674
PP_3484,28.0,107.0,123.0,PP_RS18120,,response regulator,CDS,534
PP_3485,17.0,50.0,37.0,PP_RS18125,,SurA N-terminal domain-containing protein,CDS,642
PP_3486,4.0,10.0,3.0,PP_RS18130,,ABC transporter substrate-binding protein,CDS,1491
PP_3487,1.0,10.0,1.0,PP_RS18135,,SCO family protein,CDS,666
PP_3488,11.0,10.0,2.0,PP_RS18140,,SCO family protein,CDS,657
PP_5606,17.0,7.0,12.0,PP_RS18145,,cytochrome D1 domain-containing protein,CDS,1977
PP_3490,91.0,66.0,41.0,PP_RS18150,mnxG,manganese-oxidizing multicopper oxidase MnxG,CDS,5844
PP_3491,11.0,36.0,37.0,PP_RS18155,,enoyl-CoA hydratase/isomerase family protein,CDS,1074
PP_3492,21.0,78.0,63.0,PP_RS18160,,acyl-CoA dehydrogenase family protein,CDS,1152
PP_0343,27.0,75.0,86.0,PP_RS01820,,glycosyltransferase family 4 protein,CDS,1125
PP_3493,6.0,30.0,15.0,PP_RS18165,,LysR family transcriptional regulator,CDS,933
PP_3494,18.0,28.0,8.0,PP_RS18170,,DUF2790 domain-containing protein,CDS,261
PP_3495,6.0,49.0,20.0,PP_RS18175,,tRNA (adenine(22)-N(1))-methyltransferase TrmK,CDS,693
PP_3496,9.0,18.0,35.0,PP_RS18180,,RidA family protein,CDS,381
PP_3497,66.0,161.0,197.0,PP_RS18185,,U32 family peptidase,CDS,2001
PP_3498,42.0,43.0,34.0,PP_RS18190,,IS110-like element ISPpu11 family transposase,CDS,1059
PP_3499,7.0,1.0,1.0,PP_RS18195,,transposase,CDS,321
PP_3500,1.0,5.0,1.0,PP_RS28620,tnpB,IS66 family insertion sequence element accessory protein TnpB,CDS,336
PP_3501,29.0,37.0,69.0,PP_RS18205,,IS66 family transposase,CDS,1536
PP_3502,58.0,85.0,60.0,PP_RS18210,,IS110-like element ISPpu10 family transposase,CDS,966
PP_0344,5.0,33.0,40.0,PP_RS01825,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,CDS,807
PP_3503,26.0,16.0,16.0,PP_RS18215,,sigma-54 dependent transcriptional regulator,CDS,1326
PP_3504,71.0,192.0,274.0,PP_RS18220,,hypothetical protein,CDS,267
PP_3505,11.0,18.0,18.0,PP_RS18225,,VWA domain-containing protein,CDS,591
PP_3506,8.0,49.0,64.0,PP_RS18230,,ATP-binding protein,CDS,1014
PP_3507,61.0,207.0,177.0,PP_RS18235,cobN,cobaltochelatase subunit CobN,CDS,3762
PP_3508,36.0,159.0,170.0,PP_RS18240,cobW,cobalamin biosynthesis protein CobW,CDS,1068
PP_3509,26.0,16.0,31.0,PP_RS18245,,glyoxalase superfamily protein,CDS,378
PP_3510,11.0,22.0,16.0,PP_RS18250,,hypothetical protein,CDS,360
PP_3511,300.0,644.0,605.0,PP_RS18255,,branched-chain amino acid aminotransferase,CDS,1020
PP_3512,8.0,13.0,13.0,PP_RS18260,,multidrug/biocide efflux PACE transporter,CDS,429
PP_0345,22.0,65.0,45.0,PP_RS01830,,lipopolysaccharide kinase InaA family protein,CDS,735
PP_3513,18.0,22.0,13.0,PP_RS18265,,LysR family transcriptional regulator,CDS,855
PP_3514,21.0,28.0,16.0,PP_RS18270,,hydantoinase B/oxoprolinase family protein,CDS,1746
PP_3515,10.0,35.0,16.0,PP_RS18275,,hydantoinase/oxoprolinase family protein,CDS,2085
PP_3516,24.0,22.0,24.0,PP_RS18280,,helix-turn-helix domain-containing protein,CDS,957
PP_3517,12.0,15.0,8.0,PP_RS18285,,DUF2950 domain-containing protein,CDS,894
PP_3518,26.0,60.0,38.0,PP_RS18290,,DUF3300 domain-containing protein,CDS,1446
PP_3519,3.0,5.0,3.0,PP_RS18295,,lipoprotein,CDS,252
PP_3520,16.0,112.0,89.0,PP_RS18300,,TorF family putative porin,CDS,720
PP_3521,28.0,21.0,30.0,PP_RS18305,,DMT family transporter,CDS,873
PP_3522,5.0,6.0,0.0,PP_RS18310,,RidA family protein,CDS,423
PP_0346,16.0,56.0,65.0,PP_RS01835,,lipopolysaccharide kinase InaA family protein,CDS,753
PP_3523,11.0,6.0,5.0,PP_RS18315,,hypothetical protein,CDS,327
PP_3525,10.0,32.0,17.0,PP_RS18325,,hypothetical protein,CDS,471
PP_3526,5.0,28.0,34.0,PP_RS18330,,GlxA family transcriptional regulator,CDS,1008
PP_3527,60.0,70.0,56.0,PP_RS18335,,TetR/AcrR family transcriptional regulator,CDS,684
PP_3528,20.0,31.0,15.0,PP_RS18340,,aliphatic sulfonate ABC transporter substrate-binding protein,CDS,981
PP_3529,10.0,31.0,30.0,PP_RS18345,,LLM class flavin-dependent oxidoreductase,CDS,1365
PP_3530,30.0,95.0,68.0,PP_RS18350,,bifunctional allantoicase/(S)-ureidoglycine aminohydrolase,CDS,837
PP_3531,6.0,53.0,47.0,PP_RS18355,,START domain-containing protein,CDS,600
PP_3532,7.0,3.0,7.0,PP_RS18360,,Lrp/AsnC family transcriptional regulator,CDS,423
PP_0035,21.0,6.0,5.0,PP_RS00180,,GtrA family protein,CDS,420
PP_0347,22.0,55.0,44.0,PP_RS01840,,lipopolysaccharide kinase InaA family protein,CDS,1443
PP_3533,24.0,35.0,19.0,PP_RS18365,,ornithine cyclodeaminase,CDS,1053
PP_3534,16.0,26.0,22.0,PP_RS18370,,LysR substrate-binding domain-containing protein,CDS,882
PP_3535,8.0,82.0,40.0,PP_RS18375,ggt,gamma-glutamyltransferase,CDS,1791
PP_3536,174.0,107.0,89.0,PP_RS18380,,hypothetical protein,CDS,1041
PP_3537,17.0,26.0,16.0,PP_RS18385,pobA,4-hydroxybenzoate 3-monooxygenase,CDS,1188
PP_3538,23.0,20.0,18.0,PP_RS18390,,helix-turn-helix domain-containing protein,CDS,879
PP_3539,43.0,39.0,30.0,PP_RS18395,,MerR family DNA-binding transcriptional regulator,CDS,399
PP_3540,27.0,64.0,42.0,PP_RS18400,,hydroxymethylglutaryl-CoA lyase,CDS,900
PP_3541,27.0,48.0,35.0,PP_RS18405,,MgtC/SapB family protein,CDS,519
PP_3542,7.0,1.0,3.0,PP_RS18410,,DUF3203 family protein,CDS,240
PP_0348,40.0,66.0,21.0,PP_RS01845,,dermonecrotic toxin domain-containing protein,CDS,2787
PP_3543,17.0,23.0,28.0,PP_RS18415,ccoG,cytochrome c oxidase accessory protein CcoG,CDS,1404
PP_3544,9.0,28.0,29.0,PP_RS18420,mapR,GntR family transcriptional regulator MpaR,CDS,1410
PP_3545,40.0,51.0,35.0,PP_RS18425,,PAS domain-containing sensor histidine kinase,CDS,1662
PP_3546,47.0,132.0,124.0,PP_RS18430,,PAS domain-containing protein,CDS,2067
PP_3547,22.0,99.0,86.0,PP_RS18435,,SDR family oxidoreductase,CDS,747
PP_3548,40.0,45.0,41.0,PP_RS18440,,DHA2 family efflux MFS transporter permease subunit,CDS,1536
PP_3549,14.0,15.0,18.0,PP_RS18445,,HlyD family secretion protein,CDS,1194
PP_3550,9.0,31.0,17.0,PP_RS18450,,MarR family winged helix-turn-helix transcriptional regulator,CDS,474
PP_3551,6.0,23.0,3.0,PP_RS18455,,response regulator transcription factor,CDS,633
PP_3552,29.0,95.0,60.0,PP_RS18460,,sensor histidine kinase,CDS,1407
PP_5443,0.0,1.0,0.0,PP_RS01850,,hypothetical protein,CDS,186
PP_3553,26.0,38.0,22.0,PP_RS18465,,acyl-CoA synthetase,CDS,1623
PP_3554,29.0,22.0,12.0,PP_RS18470,,acyl-CoA dehydrogenase C-terminal domain-containing protein,CDS,1770
PP_3555,50.0,128.0,92.0,PP_RS18475,,FecR family protein,CDS,1008
PP_3556,34.0,43.0,19.0,PP_RS18480,,Na+/H+ antiporter family protein,CDS,1320
PP_3557,23.0,45.0,34.0,PP_RS18485,,methyl-accepting chemotaxis protein,CDS,2145
PP_3558,39.0,120.0,120.0,PP_RS18490,,ABC transporter substrate-binding protein,CDS,1017
PP_3559,6.0,23.0,24.0,PP_RS18495,,proline/glycine betaine ABC transporter permease,CDS,849
PP_3560,4.0,20.0,15.0,PP_RS18500,,LysR family transcriptional regulator,CDS,864
PP_3561,3.0,2.0,10.0,PP_RS18505,,AEC family transporter,CDS,918
PP_3562,19.0,42.0,28.0,PP_RS18510,,cell wall hydrolase,CDS,612
PP_0349,11.0,20.0,2.0,PP_RS01855,,PepSY domain-containing protein,CDS,1113
PP_3563,14.0,50.0,78.0,PP_RS18515,,CAP domain-containing protein,CDS,852
PP_3564,13.0,61.0,24.0,PP_RS18520,,GlxA family transcriptional regulator,CDS,978
PP_3565,10.0,2.0,6.0,PP_RS18525,,LysE family translocator,CDS,612
PP_3566,17.0,16.0,14.0,PP_RS18530,,MFS transporter,CDS,1200
PP_3567,7.0,23.0,1.0,PP_RS18535,,LysR family transcriptional regulator,CDS,906
PP_3568,5.0,3.0,3.0,PP_RS18540,,cupin domain-containing protein,CDS,351
PP_3569,61.0,89.0,69.0,PP_RS18545,,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,CDS,2418
PP_3570,23.0,24.0,23.0,PP_RS18550,,carbohydrate porin,CDS,1269
PP_3571,19.0,10.0,4.0,PP_RS18555,argE,acetylornithine deacetylase,CDS,1161
PP_3572,6.0,8.0,0.0,PP_RS18560,,DUF1028 domain-containing protein,CDS,678
PP_0350,51.0,31.0,30.0,PP_RS01860,,TonB-dependent siderophore receptor,CDS,2433
PP_3573,19.0,20.0,17.0,PP_RS18565,,NAD(P)/FAD-dependent oxidoreductase,CDS,1320
PP_3574,1.0,17.0,6.0,PP_RS18570,,RidA family protein,CDS,417
PP_3575,39.0,49.0,44.0,PP_RS18575,,TonB-dependent receptor,CDS,2406
PP_3576,11.0,5.0,0.0,PP_RS18580,,FecR domain-containing protein,CDS,945
PP_3577,14.0,10.0,6.0,PP_RS18585,,sigma-70 family RNA polymerase sigma factor,CDS,513
PP_3578,70.0,203.0,202.0,PP_RS18590,pgm,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",CDS,1638
PP_3579,16.0,7.0,16.0,PP_RS18595,,DUF1345 domain-containing protein,CDS,648
PP_3580,3.0,19.0,26.0,PP_RS18600,,DUF1652 domain-containing protein,CDS,261
PP_3581,44.0,72.0,48.0,PP_RS18605,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2088
PP_3582,33.0,34.0,28.0,PP_RS18610,,efflux transporter outer membrane subunit,CDS,1491
PP_0351,1.0,4.0,6.0,PP_RS01865,,FecR domain-containing protein,CDS,957
PP_3583,56.0,120.0,52.0,PP_RS18615,,efflux RND transporter permease subunit,CDS,3108
PP_3584,80.0,148.0,120.0,PP_RS18620,,MdtB/MuxB family multidrug efflux RND transporter permease subunit,CDS,3099
PP_3585,38.0,48.0,64.0,PP_RS18625,,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,CDS,1308
PP_3586,78.0,59.0,49.0,PP_RS18630,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_3587,19.0,61.0,82.0,PP_RS18635,tpx,thiol peroxidase,CDS,501
PP_3588,40.0,62.0,21.0,PP_RS18640,,Bcr/CflA family efflux MFS transporter,CDS,1188
PP_3589,32.0,39.0,20.0,PP_RS18645,,serine/threonine transporter,CDS,1281
PP_3590,48.0,134.0,223.0,PP_RS18650,,aromatic amino acid transaminase,CDS,1197
PP_3591,5.0,27.0,17.0,PP_RS18655,,Ldh family oxidoreductase,CDS,1026
PP_3592,10.0,32.0,27.0,PP_RS18660,,MurR/RpiR family transcriptional regulator,CDS,873
PP_0352,3.0,10.0,14.0,PP_RS01870,,RNA polymerase sigma factor,CDS,519
PP_3593,10.0,15.0,6.0,PP_RS18665,,transporter substrate-binding domain-containing protein,CDS,753
PP_3594,6.0,17.0,4.0,PP_RS18670,,ABC transporter permease,CDS,720
PP_3595,10.0,16.0,7.0,PP_RS18675,,ABC transporter permease,CDS,711
PP_3596,12.0,21.0,12.0,PP_RS18680,,FAD-binding oxidoreductase,CDS,1245
PP_3597,11.0,11.0,0.0,PP_RS18685,,amino acid ABC transporter ATP-binding protein,CDS,783
PP_3598,101.0,195.0,263.0,PP_RS18690,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,CDS,810
PP_3599,18.0,12.0,8.0,PP_RS18695,kdgD,5-dehydro-4-deoxyglucarate dehydratase,CDS,912
PP_3600,28.0,23.0,14.0,PP_RS18700,,MFS transporter,CDS,1365
PP_3601,30.0,26.0,3.0,PP_RS18705,garD,galactarate dehydratase,CDS,1554
PP_3602,13.0,5.0,18.0,PP_RS18710,,aldehyde dehydrogenase (NADP(+)),CDS,1581
PP_0353,22.0,89.0,190.0,PP_RS01875,,PolC-type DNA polymerase III,CDS,711
PP_3603,15.0,111.0,125.0,PP_RS18715,,FadR/GntR family transcriptional regulator,CDS,750
PP_5607,27.0,35.0,22.0,PP_RS18720,,DUF998 domain-containing protein,CDS,651
PP_5608,6.0,23.0,34.0,PP_RS18725,,hypothetical protein,CDS,330
PP_3605,19.0,24.0,21.0,PP_RS18730,,LysR family transcriptional regulator,CDS,921
PP_3606,20.0,28.0,20.0,PP_RS18735,,quinone oxidoreductase,CDS,975
PP_3607,14.0,34.0,12.0,PP_RS18740,,YeeE/YedE family protein,CDS,1215
PP_3608,22.0,39.0,35.0,PP_RS18745,,LysR family transcriptional regulator,CDS,909
PP_3609,17.0,9.0,15.0,PP_RS18750,,DMT family transporter,CDS,519
PP_3610,13.0,132.0,58.0,PP_RS18755,,hypothetical protein,CDS,765
PP_3611,69.0,81.0,104.0,PP_RS18760,,hypothetical protein,CDS,582
PP_0354,212.0,718.0,943.0,PP_RS01880,,putative nucleotidyltransferase substrate binding domain-containing protein,CDS,1938
PP_3612,32.0,43.0,8.0,PP_RS18765,,TonB-dependent siderophore receptor,CDS,2133
PP_3613,59.0,70.0,45.0,PP_RS18770,,sorbosone dehydrogenase family protein,CDS,1293
PP_3614,12.0,9.0,7.0,PP_RS18775,,DUF2231 domain-containing protein,CDS,429
PP_3615,4.0,1.0,4.0,PP_RS18780,,hypothetical protein,CDS,285
PP_3616,90.0,84.0,43.0,PP_RS18785,,T6SS effector BTH_I2691 family protein,CDS,2991
PP_3617,53.0,24.0,14.0,PP_RS18790,,DUF6708 domain-containing protein,CDS,897
PP_3618,122.0,47.0,36.0,PP_RS18795,,DUF6708 domain-containing protein,CDS,894
PP_3619,43.0,29.0,5.0,PP_RS18800,,DUF6708 domain-containing protein,CDS,879
PP_3620,126.0,186.0,128.0,PP_RS18805,,OsmC domain/YcaO domain-containing protein,CDS,2187
PP_3621,7.0,16.0,25.0,PP_RS18810,,(2Fe-2S)-binding protein,CDS,456
PP_0355,39.0,130.0,107.0,PP_RS01885,,response regulator,CDS,546
PP_3622,59.0,90.0,114.0,PP_RS18815,,molybdopterin cofactor-binding domain-containing protein,CDS,2256
PP_3623,16.0,29.0,34.0,PP_RS18820,,cytochrome c,CDS,1344
PP_3624,23.0,11.0,32.0,PP_RS18825,,ABC transporter substrate-binding protein,CDS,789
PP_3625,34.0,74.0,53.0,PP_RS18830,,LysE family translocator,CDS,642
PP_3626,9.0,28.0,17.0,PP_RS18835,,DUF1289 domain-containing protein,CDS,201
PP_3627,53.0,152.0,172.0,PP_RS18840,,hypothetical protein,CDS,318
PP_3628,38.0,50.0,26.0,PP_RS18845,,BCCT family transporter,CDS,1746
PP_3629,24.0,38.0,38.0,PP_RS18850,,VOC family protein,CDS,480
PP_3630,26.0,35.0,25.0,PP_RS18855,,OprD family porin,CDS,1344
PP_3631,7.0,28.0,22.0,PP_RS18860,,TIGR04211 family SH3 domain-containing protein,CDS,651
PP_0036,39.0,13.0,11.0,PP_RS00185,,LysR family transcriptional regulator,CDS,969
PP_0356,42.0,156.0,138.0,PP_RS01890,,malate synthase G,CDS,2178
PP_3632,5.0,49.0,30.0,PP_RS18865,,LysR family transcriptional regulator,CDS,879
PP_3633,13.0,18.0,4.0,PP_RS18870,argC,N-acetyl-gamma-glutamyl-phosphate reductase,CDS,942
PP_3634,6.0,25.0,38.0,PP_RS18875,,GNAT family N-acetyltransferase,CDS,687
PP_3635,4.0,38.0,27.0,PP_RS18880,,ABC transporter permease,CDS,756
PP_3636,20.0,56.0,58.0,PP_RS18885,,ABC transporter substrate-binding protein,CDS,1206
PP_3637,8.0,15.0,24.0,PP_RS18890,,ABC transporter ATP-binding protein,CDS,822
PP_3638,9.0,24.0,57.0,PP_RS18895,,acyl-CoA dehydrogenase family protein,CDS,1065
PP_3639,26.0,26.0,76.0,PP_RS18900,,carboxymuconolactone decarboxylase family protein,CDS,561
PP_3640,22.0,45.0,12.0,PP_RS18905,,AraC family transcriptional regulator,CDS,921
PP_3641,38.0,12.0,14.0,PP_RS18910,,cytosine permease,CDS,1404
PP_0357,4.0,43.0,35.0,PP_RS01895,,glycine cleavage system protein R,CDS,519
PP_3643,5.0,15.0,8.0,PP_RS18915,,flavin reductase family protein,CDS,486
PP_3644,29.0,34.0,20.0,PP_RS18920,,LLM class flavin-dependent oxidoreductase,CDS,1041
PP_5609,13.0,16.0,18.0,PP_RS18925,,amino acid synthesis family protein,CDS,597
PP_3645,9.0,7.0,8.0,PP_RS18930,,alpha/beta fold hydrolase,CDS,834
PP_3646,20.0,14.0,13.0,PP_RS18935,,aldehyde dehydrogenase,CDS,1482
PP_3647,10.0,13.0,16.0,PP_RS18940,,flavin reductase family protein,CDS,486
PP_3648,10.0,46.0,39.0,PP_RS18945,,carboxymuconolactone decarboxylase family protein,CDS,390
PP_3649,28.0,107.0,147.0,PP_RS18950,,GntR family transcriptional regulator,CDS,753
PP_3650,45.0,55.0,45.0,PP_RS18955,,NUDIX hydrolase,CDS,564
PP_3651,67.0,82.0,109.0,PP_RS18960,,ATP-binding protein,CDS,2184
PP_0358,14.0,37.0,30.0,PP_RS01900,rarD,EamA family transporter RarD,CDS,888
PP_3652,3.0,19.0,15.0,PP_RS18965,,LysE family translocator,CDS,633
PP_3653,10.0,6.0,2.0,PP_RS18970,,LysE family translocator,CDS,615
PP_3654,9.0,9.0,4.0,PP_RS18975,,Lrp/AsnC family transcriptional regulator,CDS,453
PP_3655,33.0,15.0,16.0,PP_RS18980,,cytosine permease,CDS,1413
PP_3656,58.0,90.0,47.0,PP_RS18985,,OprD family porin,CDS,1320
PP_3657,33.0,17.0,26.0,PP_RS18990,,nitroreductase,CDS,729
PP_3658,33.0,21.0,9.0,PP_RS18995,,aromatic acid/H+ symport family MFS transporter,CDS,1353
PP_3659,90.0,143.0,149.0,PP_RS19000,,AraC family transcriptional regulator,CDS,1026
PP_3660,6.0,32.0,40.0,PP_RS19005,,LysR family transcriptional regulator,CDS,888
PP_3661,27.0,36.0,12.0,PP_RS19010,,YeiH family protein,CDS,1062
PP_0359,38.0,57.0,64.0,PP_RS01905,,serine/threonine protein kinase,CDS,975
PP_3662,315.0,627.0,705.0,PP_RS19015,ppnN,nucleotide 5'-monophosphate nucleosidase PpnN,CDS,1374
PP_3663,31.0,108.0,104.0,PP_RS19020,,GGDEF domain-containing protein,CDS,1146
