,locus_tag,name,description,type,length,subsystem
PP_2766,PP_RS14385,,AMP-binding protein,CDS,1131.0,
PP_2767,PP_RS14390,,ABC transporter ATP-binding protein,CDS,834.0,
PP_2768,PP_RS14395,,branched-chain amino acid ABC transporter permease,CDS,882.0,
PP_2769,PP_RS14400,,branched-chain amino acid ABC transporter permease,CDS,990.0,
PP_2770,PP_RS14405,,ABC transporter substrate-binding protein,CDS,1326.0,
PP_2771,PP_RS14410,,sigma-54-dependent Fis family transcriptional regulator,CDS,1104.0,
PP_2772,PP_RS14415,,acyl-CoA dehydrogenase family protein,CDS,1188.0,
PP_2773,PP_RS14420,,hypothetical protein,CDS,159.0,
PP_2774,PP_RS14425,,ATP-binding cassette domain-containing protein,CDS,2040.0,Metabolic:S_Transport__ABC_system
PP_2775,PP_RS14430,,glycine betaine ABC transporter substrate-binding protein,CDS,1047.0,Metabolic:S_Transport__ABC_system
PP_2776,PP_RS14435,,homocysteine S-methyltransferase family protein,CDS,924.0,
PP_2777,PP_RS14440,,acyl carrier protein,CDS,570.0,
PP_2778,PP_RS14445,,beta-ketoacyl-[acyl-carrier-protein] synthase family protein,CDS,1275.0,
PP_2779,PP_RS14450,,beta-ketoacyl synthase,CDS,915.0,
PP_2780,PP_RS14455,,beta-ketoacyl synthase,CDS,1299.0,
PP_2781,PP_RS14460,,beta-ketoacyl synthase N-terminal-like domain-containing protein,CDS,1212.0,
PP_2782,PP_RS14465,,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,CDS,2871.0,
PP_2783,PP_RS14470,,3-oxoacyl-ACP reductase family protein,CDS,738.0,
PP_2784,PP_RS14475,,SDR family NAD(P)-dependent oxidoreductase,CDS,765.0,
PP_2785,PP_RS14480,,DUF1302 family protein,CDS,1284.0,
PP_2786,PP_RS14485,,outer membrane lipoprotein-sorting protein,CDS,837.0,
PP_2787,PP_RS14490,,RND family transporter,CDS,2610.0,
PP_2788,PP_RS14495,,MerR family transcriptional regulator,CDS,384.0,
PP_2789,PP_RS14500,,NAD(P)H-dependent oxidoreductase,CDS,579.0,
PP_2790,PP_RS14505,prpR,propionate catabolism operon regulatory protein PrpR,CDS,1953.0,
PP_2791,PP_RS14510,,phosphotransferase family protein,CDS,1059.0,Metabolic:S_Alternate_Carbon__Levulinate_Metabolism
PP_2792,PP_RS14515,lvaB,4-hydroxypentanoyl-CoA kinase subunit LvaB,CDS,357.0,Metabolic:S_Alternate_Carbon__Levulinate_Metabolism
PP_2793,PP_RS14520,,acyl-CoA dehydrogenase family protein,CDS,1173.0,Metabolic:S_Alternate_Carbon__Levulinate_Metabolism
PP_2794,PP_RS14525,,SDR family NAD(P)-dependent oxidoreductase,CDS,768.0,Metabolic:S_Alternate_Carbon__Levulinate_Metabolism
PP_2795,PP_RS14530,,acyl-CoA synthetase,CDS,1647.0,Metabolic:S_Alternate_Carbon__Levulinate_Metabolism
PP_2796,PP_RS14535,,DUF485 domain-containing protein,CDS,324.0,Metabolic:S_Transport__Inner_Membrane
PP_2797,PP_RS14540,,cation acetate symporter,CDS,1659.0,Metabolic:S_Transport__Inner_Membrane
PP_2798,PP_RS14545,,NAD(P)-dependent oxidoreductase,CDS,909.0,
PP_2799,PP_RS14550,,aspartate aminotransferase family protein,CDS,1380.0,
PP_2800,PP_RS14555,,aspartate aminotransferase family protein,CDS,1254.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism
PP_2801,PP_RS14560,,gamma-aminobutyraldehyde dehydrogenase,CDS,1425.0,Metabolic:S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism
PP_2802,PP_RS14565,,APC family permease,CDS,1332.0,Metabolic:S_Transport__Inner_Membrane
PP_2803,PP_RS14570,,iron-containing alcohol dehydrogenase,CDS,1158.0,
PP_2804,PP_RS14575,,alpha/beta fold hydrolase,CDS,876.0,
PP_2805,PP_RS14580,,NAD(P)/FAD-dependent oxidoreductase,CDS,1527.0,Metabolic:Aliphatic open-chain ketones metabolism
PP_2806,PP_RS14585,,TetR/AcrR family transcriptional regulator,CDS,582.0,
PP_2807,PP_RS14590,,phytanoyl-CoA dioxygenase family protein,CDS,888.0,
PP_2808,PP_RS14595,,FAD-binding oxidoreductase,CDS,1368.0,
PP_2809,PP_RS14600,,hypothetical protein,CDS,648.0,
PP_2810,PP_RS14605,,DUF1329 domain-containing protein,CDS,1422.0,
PP_2811,PP_RS14610,,DUF1302 domain-containing protein,CDS,1647.0,
PP_2812,PP_RS14615,,RND family transporter,CDS,2415.0,
PP_2813,PP_RS14620,,YCF48-related protein,CDS,963.0,
PP_2814,PP_RS14625,,phytanoyl-CoA dioxygenase family protein,CDS,870.0,
PP_2815,PP_RS14630,,CdaR family transcriptional regulator,CDS,1254.0,
PP_2816,PP_RS14635,,TetR/AcrR family transcriptional regulator,CDS,567.0,
PP_2817,PP_RS14640,,MexC family multidrug efflux RND transporter periplasmic adaptor subunit,CDS,1134.0,
PP_2818,PP_RS14645,,efflux RND transporter permease subunit,CDS,3129.0,
PP_2819,PP_RS14650,,efflux transporter outer membrane subunit,CDS,1404.0,
PP_2820,PP_RS14655,,TetR/AcrR family transcriptional regulator,CDS,558.0,
PP_2821,PP_RS14660,,hypothetical protein,CDS,405.0,
PP_5539,PP_RS14665,,hypothetical protein,CDS,1161.0,
PP_2823,PP_RS14670,,methyl-accepting chemotaxis protein,CDS,1620.0,
PP_2824,PP_RS14675,,TetR/AcrR family transcriptional regulator,CDS,681.0,
PP_2825,PP_RS14680,,integrase,CDS,453.0,
PP_2826,PP_RS14685,,LysR family transcriptional regulator,CDS,915.0,
PP_2827,PP_RS14690,,zinc-dependent alcohol dehydrogenase family protein,CDS,1023.0,
PP_2828,PP_RS14695,,hypothetical protein,CDS,1386.0,
PP_2829,PP_RS14700,,GntR family transcriptional regulator,CDS,1356.0,
PP_2830,PP_RS14705,,MFS transporter,CDS,1302.0,
PP_2831,PP_RS14710,,L-fuconate dehydratase,CDS,1314.0,
PP_2832,PP_RS14715,,LysR family transcriptional regulator,CDS,948.0,
PP_2833,PP_RS14720,,LysR family transcriptional regulator,CDS,972.0,
PP_2834,PP_RS14725,,UxaA family hydrolase,CDS,1542.0,Metabolic:S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism
PP_2835,PP_RS14730,,Ldh family oxidoreductase,CDS,1059.0,
PP_2836,PP_RS14735,,fumarylacetoacetate hydrolase family protein,CDS,1218.0,
PP_2837,PP_RS14740,,MFS transporter,CDS,1302.0,
PP_2838,PP_RS14745,,VRR-NUC domain-containing protein,CDS,1650.0,
PP_2839,PP_RS14750,,ATP-dependent DNA helicase,CDS,2262.0,
PP_2840,PP_RS14755,,NnrS family protein,CDS,1182.0,
PP_2841,PP_RS14760,,tyrosine recombinase XerC,CDS,915.0,
PP_2842,PP_RS14765,,urease accessory protein UreD,CDS,834.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2843,PP_RS14770,,urease subunit gamma,CDS,303.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2844,PP_RS14775,,urease subunit beta,CDS,318.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2845,PP_RS14780,ureC,urease subunit alpha,CDS,1704.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2846,PP_RS14785,ureE,urease accessory protein UreE,CDS,504.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2847,PP_RS14790,,HupE/UreJ family protein,CDS,546.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2848,PP_RS14795,,urease accessory protein UreF,CDS,675.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2849,PP_RS14800,ureG,urease accessory protein UreG,CDS,624.0,Metabolic:S_Urea_cycleamino_group_metabolism
PP_2851,PP_RS14805,,thioredoxin family protein,CDS,729.0,
PP_2852,PP_RS14810,,LTA synthase family protein,CDS,2202.0,
PP_2853,PP_RS14815,,hypothetical protein,CDS,1281.0,
PP_2854,PP_RS14820,,hypothetical protein,CDS,753.0,
PP_2855,PP_RS14825,,C39 family peptidase,CDS,681.0,
PP_2856,PP_RS14830,,hypothetical protein,CDS,1452.0,
PP_2857,PP_RS14835,,hypothetical protein,CDS,579.0,
PP_2858,PP_RS14840,,hypothetical protein,CDS,438.0,
PP_2859,PP_RS14845,,AAA family ATPase,CDS,570.0,
PP_2860,PP_RS14850,pnuC,nicotinamide riboside transporter PnuC,CDS,567.0,
PP_2861,PP_RS14855,mcpP,methyl-accepting chemotaxis protein McpP,CDS,1635.0,
PP_2862,PP_RS14860,,undecaprenyl-diphosphate phosphatase,CDS,831.0,Metabolic:S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis
PP_2863,PP_RS14865,,DUF1294 domain-containing protein,CDS,414.0,
PP_2864,PP_RS14870,,MmcQ/YjbR family DNA-binding protein,CDS,360.0,
PP_2865,PP_RS14875,,LysR substrate-binding domain-containing protein,CDS,903.0,
PP_2866,PP_RS14880,,FMN-dependent NADH-azoreductase,CDS,612.0,
PP_2867,PP_RS14885,,NAD(P)/FAD-dependent oxidoreductase,CDS,1203.0,
PP_2868,PP_RS14890,,helix-turn-helix domain-containing protein,CDS,600.0,
PP_2869,PP_RS14895,,FAD-dependent oxidoreductase,CDS,1953.0,
PP_2870,PP_RS14900,,ABC transporter substrate-binding protein,CDS,1044.0,
PP_2871,PP_RS14905,,class II aldolase/adducin family protein,CDS,756.0,
PP_2872,PP_RS14910,,EamA family transporter,CDS,885.0,Metabolic:S_Transport__Inner_Membrane
PP_2873,PP_RS14915,,YbjQ family protein,CDS,321.0,
PP_5540,PP_RS14920,,hypothetical protein,CDS,189.0,
PP_2874,PP_RS14925,,hypothetical protein,CDS,312.0,
PP_2875,PP_RS14930,,hypothetical protein,CDS,333.0,
PP_2876,PP_RS14935,ampC,class C beta-lactamase,CDS,1143.0,
PP_2877,PP_RS14940,,bile acid:sodium symporter family protein,CDS,1002.0,
PP_2879,PP_RS14945,,DUF4157 domain-containing protein,CDS,594.0,
PP_2880,PP_RS14950,,TetR/AcrR family transcriptional regulator,CDS,564.0,
PP_2881,PP_RS14955,,SDR family oxidoreductase,CDS,732.0,
PP_2882,PP_RS14960,,2-hydroxychromene-2-carboxylate isomerase,CDS,615.0,
PP_2883,PP_RS14965,,hypothetical protein,CDS,300.0,
PP_2884,PP_RS14970,,cupin domain-containing protein,CDS,546.0,
PP_2885,PP_RS14975,,MFS transporter,CDS,1206.0,
PP_2886,PP_RS14980,,cytochrome b,CDS,534.0,
PP_2887,PP_RS14985,,catalase family peroxidase,CDS,1053.0,Metabolic:Unassigned
PP_2888,PP_RS14990,,sigma-70 family RNA polymerase sigma factor,CDS,522.0,
PP_2889,PP_RS14995,,anti-sigma factor,CDS,753.0,
PP_2890,PP_RS15000,xthA,exodeoxyribonuclease III,CDS,813.0,
PP_2891,PP_RS15005,,N-acetyltransferase,CDS,651.0,
PP_2892,PP_RS15010,,autotransporter assembly complex family protein,CDS,1743.0,
PP_2893,PP_RS15015,,translocation/assembly module TamB domain-containing protein,CDS,3675.0,
PP_2894,PP_RS15020,,DUF2589 domain-containing protein,CDS,555.0,
PP_2895,PP_RS15025,,DUF2589 domain-containing protein,CDS,645.0,
PP_2896,PP_RS15030,,Mor transcription activator family protein,CDS,381.0,
PP_2898,PP_RS15035,,hypothetical protein,CDS,459.0,
PP_2899,PP_RS15040,,hypothetical protein,CDS,189.0,
PP_2900,PP_RS15045,,hypothetical protein,CDS,375.0,
PP_2901,PP_RS15050,,acylase,CDS,2313.0,
PP_2902,PP_RS15055,,"UDP-2,3-diacylglucosamine diphosphatase",CDS,723.0,Metabolic:S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis
PP_2903,PP_RS15060,,peptidylprolyl isomerase,CDS,501.0,
PP_2904,PP_RS15065,,glutamine--tRNA ligase/YqeY domain fusion protein,CDS,1704.0,tRNA Charging
PP_2905,PP_RS15070,cysS,cysteine--tRNA ligase,CDS,1383.0,tRNA Charging
PP_2906,PP_RS15075,,HAMP domain-containing sensor histidine kinase,CDS,1392.0,
PP_2907,PP_RS15080,,response regulator transcription factor,CDS,681.0,
PP_2908,PP_RS15085,csiR,DNA-binding transcriptional regulator CsiR,CDS,696.0,
PP_2909,PP_RS15090,glaH,glutarate dioxygenase GlaH,CDS,978.0,Metabolic:S_Lysine_Metabolism
PP_2910,PP_RS15095,lhgO,L-2-hydroxyglutarate oxidase,CDS,1251.0,Metabolic:S_Lysine_Metabolism
PP_2911,PP_RS15100,gabP,GABA permease,CDS,1392.0,Metabolic:S_Transport__Inner_Membrane
PP_2912,PP_RS15105,,PA4780 family RIO1-like protein kinase,CDS,894.0,
PP_2913,PP_RS15110,hemB,porphobilinogen synthase,CDS,975.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism
PP_2914,PP_RS15115,proP,glycine betaine/L-proline transporter ProP,CDS,1503.0,Metabolic:S_Transport__Inner_Membrane
PP_2915,PP_RS15120,,YoaK family protein,CDS,702.0,
PP_2916,PP_RS15125,,riboflavin synthase,CDS,630.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism
PP_2918,PP_RS15130,treS,maltose alpha-D-glucosyltransferase,CDS,2067.0,Metabolic:S_Starch_and_Sucrose_Metabolism
PP_2919,PP_RS15135,,LysR family transcriptional regulator,CDS,918.0,
PP_2920,PP_RS15140,,5-oxoprolinase subunit PxpA,CDS,759.0,
PP_2921,PP_RS15145,,allophanate hydrolase subunit 1,CDS,888.0,
PP_2922,PP_RS15150,,biotin-dependent carboxyltransferase family protein,CDS,972.0,
PP_2923,PP_RS15155,,TIGR03915 family putative DNA repair protein,CDS,858.0,
PP_2924,PP_RS15160,,putative DNA modification/repair radical SAM protein,CDS,1221.0,
PP_2925,PP_RS15165,mqo,malate dehydrogenase (quinone),CDS,1620.0,Metabolic:S_TCA_Cycle
PP_2926,PP_RS15170,,UDP-glucose/GDP-mannose dehydrogenase family protein,CDS,1329.0,
PP_2927,PP_RS15175,,class I SAM-dependent methyltransferase,CDS,1047.0,
PP_2928,PP_RS15180,,saccharopine dehydrogenase family protein,CDS,1245.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_2929,PP_RS15185,nspC,carboxynorspermidine decarboxylase,CDS,1098.0,Metabolic:S_Arginine_and_Proline_Metabolism
PP_2930,PP_RS15190,,serine/threonine dehydratase family protein,CDS,918.0,
PP_2931,PP_RS15195,,transcriptional regulator,CDS,675.0,
PP_2932,PP_RS15200,,amidase,CDS,1704.0,
PP_2933,PP_RS15205,yghU,glutathione-dependent disulfide-bond oxidoreductase,CDS,843.0,Metabolic:S_Alternate_Carbon
PP_2934,PP_RS15210,,dienelactone hydrolase,CDS,1047.0,
PP_2935,PP_RS15215,,MFS transporter,CDS,1194.0,
PP_2936,PP_RS15220,,ABC-F family ATPase,CDS,1587.0,
PP_2937,PP_RS15225,,integrase,CDS,420.0,
PP_2938,PP_RS15230,,OsmC family protein,CDS,474.0,
PP_2939,PP_RS15235,,Txe/YoeB family addiction module toxin,CDS,309.0,
PP_2940,PP_RS15240,,type II toxin-antitoxin system Phd/YefM family antitoxin,CDS,285.0,
PP_5541,PP_RS15245,,hypothetical protein,CDS,330.0,
PP_5542,PP_RS15250,,hypothetical protein,CDS,258.0,
PP_2941,PP_RS15255,,SOS response-associated peptidase,CDS,666.0,
PP_2942,PP_RS15260,,HD domain-containing phosphohydrolase,CDS,1371.0,
PP_2943,PP_RS15265,,cytochrome-c peroxidase,CDS,999.0,Metabolic:Unassigned
PP_2944,PP_RS15270,,DAHL domain-containing protein,CDS,1815.0,
PP_2945,PP_RS15275,,ATP-binding protein,CDS,1404.0,
PP_2946,PP_RS15280,arfB,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB,CDS,414.0,
PP_2947,PP_RS15285,,"histone-like nucleoid-structuring protein, MvaT/MvaU family",CDS,366.0,
PP_2948,PP_RS15290,,PLP-dependent aminotransferase family protein,CDS,1383.0,
PP_2949,PP_RS15295,,DMT family transporter,CDS,867.0,
PP_2950,PP_RS15300,,nuclear transport factor 2 family protein,CDS,477.0,
PP_2951,PP_RS15305,,TetR/AcrR family transcriptional regulator,CDS,567.0,
PP_2952,PP_RS15310,,LysR family transcriptional regulator,CDS,891.0,
PP_2953,PP_RS15315,,zinc-binding alcohol dehydrogenase family protein,CDS,1008.0,
PP_2954,PP_RS15320,,putative quinol monooxygenase,CDS,387.0,
PP_5543,PP_RS28325,,hypothetical protein,CDS,144.0,
PP_2955,PP_RS15325,,magnesium transporter CorA family protein,CDS,912.0,Metabolic:S_Transport__Inner_Membrane
PP_2956,PP_RS15330,,RimK family alpha-L-glutamate ligase,CDS,1581.0,
PP_2957,PP_RS15335,,GNAT family N-acetyltransferase/peptidase C39 family protein,CDS,1095.0,
PP_2958,PP_RS15340,grxC,glutaredoxin 3,CDS,255.0,Metabolic:S_Sulfur_Metabolism
PP_2959,PP_RS15345,,carboxymuconolactone decarboxylase family protein,CDS,519.0,
PP_2960,PP_RS15350,,AraC family transcriptional regulator,CDS,822.0,
PP_2961,PP_RS15355,,LysR family transcriptional regulator,CDS,879.0,
PP_2962,PP_RS15360,,zinc-dependent alcohol dehydrogenase family protein,CDS,1002.0,
PP_2964,PP_RS15365,,Tn3 family transposase,CDS,3006.0,
PP_2965,PP_RS15370,tnpC,Tn3 family transposase post-transcriptional regulator TnpC,CDS,363.0,
PP_2968,PP_RS15380,mrdH,Ni(II)/Co(II) efflux transporter permease subunit MrdH,CDS,1134.0,
PP_2969,PP_RS15385,mreA,metal-sensing transcriptional repressor MreA,CDS,288.0,
PP_2970,PP_RS15390,,hypothetical protein,CDS,360.0,
PP_2971,PP_RS15400,,IS5 family transposase,CDS,1038.0,
PP_2973,PP_RS15405,,diacylglycerol kinase,CDS,387.0,Metabolic:S_Glycerophospholipid_Metabolism
PP_2974,PP_RS15410,,LTA synthase family protein,CDS,1650.0,
PP_2975,PP_RS15415,,transposase,CDS,362.0,
PP_2977,PP_RS15420,,,misc_feature,1214.0,
PP_2978,PP_RS15425,,ATP-dependent zinc protease,CDS,547.0,
PP_2979,PP_RS15430,,YkvA family protein,CDS,429.0,
PP_2980,PP_RS15435,,hypothetical protein,CDS,237.0,
PP_2981,PP_RS15440,,site-specific integrase,CDS,972.0,
PP_2982,PP_RS15445,,DNA-binding protein,CDS,999.0,
PP_2983,PP_RS15450,,DUF6036 family nucleotidyltransferase,CDS,645.0,
PP_2984,PP_RS15455,,hypothetical protein,CDS,480.0,
PP_5546,PP_RS28845,,DUF6088 family protein,CDS,306.0,
PP_2985,PP_RS15460,,GrpB family protein,CDS,546.0,
PP_5548,PP_RS28555,,histidine phosphatase family protein,CDS,132.0,
PP_2986,PP_RS15465,,SDR family oxidoreductase,CDS,1050.0,
PP_2987,PP_RS15470,,helix-turn-helix domain-containing protein,CDS,444.0,
PP_2988,PP_RS15475,,NADP-dependent oxidoreductase,CDS,999.0,
PP_2989,PP_RS15480,,SDR family oxidoreductase,CDS,795.0,
PP_2990,PP_RS15485,,MerR family transcriptional regulator,CDS,480.0,
PP_2991,PP_RS15490,,hypothetical protein,CDS,927.0,
PP_2992,PP_RS15495,,type 1 glutamine amidotransferase domain-containing protein,CDS,804.0,
PP_2994,PP_RS15500,,NADH:flavin oxidoreductase/NADH oxidase family protein,CDS,1257.0,
PP_2995,PP_RS15505,,AAA family ATPase,CDS,543.0,
PP_2996,PP_RS15510,,hypothetical protein,CDS,459.0,
PP_2997,PP_RS15515,,LysR family transcriptional regulator,CDS,900.0,
PP_2998,PP_RS15520,,ketopantoate reductase family protein,CDS,948.0,Metabolic:S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis
PP_2999,PP_RS15525,,VOC family protein,CDS,399.0,
PP_3000,PP_RS15530,,MaoC family dehydratase,CDS,456.0,
PP_3001,PP_RS15535,,CaiB/BaiF CoA-transferase family protein,CDS,1233.0,
PP_3002,PP_RS15540,aroE,shikimate dehydrogenase,CDS,819.0,Metabolic:S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis
PP_3003,PP_RS15545,aroQ,type II 3-dehydroquinate dehydratase,CDS,438.0,Metabolic:S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis
PP_3004,PP_RS15550,,hypothetical protein,CDS,258.0,
PP_3005,PP_RS15555,,anti-sigma factor domain-containing protein,CDS,693.0,
PP_3006,PP_RS15560,,sigma-70 family RNA polymerase sigma factor,CDS,549.0,
PP_3007,PP_RS15565,,DUF3455 domain-containing protein,CDS,528.0,
PP_3008,PP_RS15570,,hypothetical protein,CDS,288.0,
PP_3010,PP_RS15575,,hypothetical protein,CDS,369.0,
PP_3011,PP_RS15580,,hypothetical protein,CDS,309.0,
PP_3013,PP_RS15585,,hypothetical protein,CDS,201.0,
PP_3014,PP_RS15590,,hypothetical protein,CDS,360.0,
PP_5549,PP_RS15595,,hypothetical protein,CDS,207.0,
PP_3015,PP_RS15600,,hypothetical protein,CDS,162.0,
PP_3016,PP_RS15605,,LPS biosynthesis protein,CDS,801.0,
PP_3017,PP_RS15610,,methylated-DNA--[protein]-cysteine S-methyltransferase,CDS,501.0,
PP_3018,PP_RS15615,,hypothetical protein,CDS,243.0,
PP_3019,PP_RS15620,,carbon-nitrogen hydrolase family protein,CDS,744.0,
PP_3020,PP_RS15625,,serine/threonine protein phosphatase,CDS,726.0,
PP_3021,PP_RS15630,,LysE family translocator,CDS,615.0,
PP_3022,PP_RS15635,,AraC family transcriptional regulator,CDS,810.0,
PP_3023,PP_RS15640,,LysE family translocator,CDS,369.0,
PP_3024,PP_RS15645,,hypothetical protein,CDS,1098.0,
PP_5550,PP_RS15650,,STAS-like domain-containing protein,CDS,321.0,
PP_5551,PP_RS15655,,hypothetical protein,CDS,525.0,
PP_3025,PP_RS15660,,LysE family translocator,CDS,621.0,
PP_3026,PP_RS15665,,recombinase family protein,CDS,1626.0,
PP_3028,PP_RS28570,,hypothetical protein,CDS,315.0,
PP_3029,PP_RS15675,,DNA cytosine methyltransferase,CDS,1830.0,
PP_3030,PP_RS15680,,hypothetical protein,CDS,804.0,
PP_3031,PP_RS15685,,pyocin activator PrtN family protein,CDS,318.0,
PP_3032,PP_RS15690,,phage antirepressor KilAC domain-containing protein,CDS,285.0,
PP_5552,PP_RS15695,,hypothetical protein,CDS,312.0,
PP_3033,PP_RS15700,,LexA family transcriptional regulator,CDS,732.0,
PP_3034,PP_RS15705,,hypothetical protein,CDS,264.0,
PP_5555,PP_RS15710,,phage regulatory CII family protein,CDS,519.0,
PP_3037,PP_RS15715,,TraR/DksA C4-type zinc finger protein,CDS,219.0,
PP_3038,PP_RS15720,,VapE domain-containing protein,CDS,2211.0,
PP_3039,PP_RS15725,,hypothetical protein,CDS,363.0,
PP_3040,PP_RS15730,,phage holin family protein,CDS,348.0,
PP_3041,PP_RS15735,,hypothetical protein,CDS,612.0,
PP_3042,PP_RS15740,,phage terminase large subunit family protein,CDS,2037.0,
PP_3043,PP_RS15745,,phage head-tail joining protein,CDS,207.0,
PP_3044,PP_RS15750,,phage portal protein,CDS,1494.0,
PP_3045,PP_RS15755,,"head maturation protease, ClpP-related",CDS,1164.0,
PP_3046,PP_RS15760,,head decoration protein,CDS,348.0,
PP_3047,PP_RS15765,,major capsid protein,CDS,996.0,
PP_3048,PP_RS15770,,hypothetical protein,CDS,315.0,
PP_3049,PP_RS15775,,hypothetical protein,CDS,663.0,
PP_3050,PP_RS15780,,hypothetical protein,CDS,531.0,
PP_3051,PP_RS15785,,phage baseplate assembly protein V,CDS,603.0,
PP_3052,PP_RS15790,,hypothetical protein,CDS,270.0,
PP_3053,PP_RS15795,,GPW/gp25 family protein,CDS,327.0,
PP_3054,PP_RS15800,,baseplate J/gp47 family protein,CDS,981.0,
PP_3055,PP_RS15805,,phage tail protein I,CDS,813.0,
PP_3056,PP_RS15810,,phage tail protein,CDS,879.0,
PP_3057,PP_RS15815,,hypothetical protein,CDS,741.0,
PP_3058,PP_RS15820,,hypothetical protein,CDS,462.0,
PP_3059,PP_RS15825,,phage tail sheath family protein,CDS,1167.0,
PP_3060,PP_RS15830,,phage major tail tube protein,CDS,510.0,
PP_3061,PP_RS15835,,phage tail assembly protein,CDS,297.0,
PP_3062,PP_RS15840,,phage tail tape measure protein,CDS,3270.0,
PP_3063,PP_RS15845,,phage tail protein,CDS,846.0,
PP_3064,PP_RS15850,,tail protein X,CDS,207.0,
PP_3065,PP_RS15855,,phage late control D family protein,CDS,1044.0,
PP_3066,PP_RS15860,,glycoside hydrolase family 19 protein,CDS,552.0,
PP_5556,PP_RS15865,,lysis system i-spanin subunit Rz,CDS,561.0,
PP_3067,PP_RS15875,,PIN domain-containing protein,CDS,1206.0,
PP_5558,PP_RS15880,,XRE family transcriptional regulator,CDS,360.0,
PP_3068,PP_RS15885,,LysE family transporter,CDS,279.0,
PP_3069,PP_RS15890,,autotransporter outer membrane beta-barrel domain-containing protein,CDS,2478.0,
